timestep,week,duration_h,demand_MW_s0,demand_MW_s1,demand_MW_s2,demand_MW_s3,demand_MW_s4,demand_MW_s5,demand_MW_s6,demand_MW_s7,demand_MW_s8,demand_MW_s9
237,33,24.0,54977.31,51690.38,60280.21,60414.61,56156.90,58039.11,55977.74,55088.27,54908.14,55982.15
238,34,24.0,48938.25,51136.29,53647.66,54259.79,47778.71,51137.59,51844.74,48339.18,48644.17,49740.86
239,34,24.0,46405.93,46598.86,50084.02,53501.28,44823.13,48239.32,49102.77,44053.01,44646.68,46774.97
240,34,24.0,47258.62,48198.56,53311.72,54628.19,45928.89,49441.39,50658.82,45909.42,47551.37,47370.72
241,34,24.0,52908.36,49630.82,56669.08,56231.42,51693.81,52753.95,53912.48,50945.80,53355.72,53435.15
242,34,24.0,52763.25,50409.57,57441.15,56250.72,51069.90,54862.69,55143.87,53537.27,52918.74,55675.96
243,34,24.0,53067.57,50642.54,56670.83,58591.60,50849.44,55607.34,51855.84,53359.10,54211.50,54017.95
244,34,24.0,51714.18,51166.47,58665.07,57951.71,51107.97,55278.16,52876.93,53374.91,52658.59,55203.53
245,35,24.0,50043.51,52009.41,53526.63,55804.36,51021.20,51627.82,50765.16,48886.03,49303.09,50937.73
246,35,24.0,48276.36,51131.24,49340.10,54411.38,48754.92,49125.76,48363.20,46495.70,47083.82,49640.43
247,35,24.0,53164.27,53223.80,55260.13,57174.91,51352.81,54455.54,52984.40,53628.86,53037.25,53753.74
248,35,24.0,54402.49,52226.44,54295.01,56396.16,54146.07,57293.80,54589.52,55209.46,53794.86,53362.93
249,35,24.0,54317.97,51444.05,54016.20,55711.52,53432.52,55902.34,54232.58,53140.27,54660.64,52614.14
250,35,24.0,54444.63,53261.13,54121.78,54979.60,53904.25,56034.09,55860.26,54555.62,52504.22,54245.64
251,35,24.0,53554.29,51294.24,54039.88,57784.86,53194.55,56037.46,54089.67,55355.96,52523.03,52609.85
252,36,24.0,51474.95,47198.09,50001.85,54896.16,50453.71,50806.31,50301.78,49861.63,48830.63,51930.34
253,36,24.0,47002.24,45299.37,47985.58,51690.12,46648.23,48571.82,47609.78,49411.91,46248.12,49643.35
254,36,24.0,52472.61,48289.18,53163.14,55826.34,52449.98,53597.30,52676.30,52768.23,51885.60,51631.18
255,36,24.0,53655.13,47949.83,54180.97,56314.00,52304.18,54379.01,52349.56,52484.59,51284.79,52053.86
256,36,24.0,53211.22,49245.06,53758.92,54572.86,51772.11,53968.18,50218.67,53358.36,52866.66,52102.13
257,36,24.0,47781.24,44906.94,48296.36,47679.64,45981.85,49542.92,44695.11,48341.19,47718.10,48658.08
258,36,24.0,49134.74,44294.29,48449.96,48058.30,46927.80,49928.78,47283.37,49337.60,47482.88,48259.21
259,37,24.0,47980.77,46737.84,48860.82,49258.66,47465.21,51155.61,46755.82,48338.93,48492.65,50667.75
260,37,24.0,46845.61,45047.47,46978.68,46924.34,45237.21,48318.93,46451.17,47020.31,47341.95,48014.51
261,37,24.0,52147.26,49254.06,53622.15,53594.04,51812.88,53843.61,53556.54,53545.14,52443.60,52039.68
262,37,24.0,53021.13,49620.46,54285.20,53943.05,54394.04,55062.87,54128.76,51746.93,53955.58,51244.66
263,37,24.0,52160.60,49697.11,54791.43,55535.05,53424.43,53995.01,53140.71,51177.75,52138.86,51761.59
264,37,24.0,52644.83,51136.07,51289.11,54667.35,51479.74,54414.76,50930.56,48683.37,49247.80,50817.04
265,37,24.0,52202.07,52565.79,51268.47,53980.78,50764.21,53741.58,48971.96,48057.93,48694.79,51044.67
266,38,24.0,51933.87,49984.67,47671.49,50661.32,46047.77,51099.86,45378.97,45372.44,44383.05,48003.88
267,38,24.0,47878.07,46613.37,44718.81,47785.24,43576.21,48067.66,42293.18,41960.91,41677.01,44996.70
268,38,24.0,54239.83,51293.40,50757.07,53847.18,51166.89,54145.56,48982.63,49272.74,48678.13,51866.56
269,38,24.0,53588.77,51356.92,51275.39,52155.49,49472.29,52685.77,49282.46,48686.78,48763.13,49073.48
270,38,24.0,53221.76,52874.40,52677.11,53707.53,50936.42,54363.15,51217.80,50868.11,49641.23,49398.93
271,38,24.0,53564.36,52911.00,52286.16,54026.63,50829.33,52237.73,51656.39,51706.88,50093.62,51832.85
272,38,24.0,54295.48,52642.03,51132.94,54410.18,49360.90,53799.34,51192.77,51409.76,50059.17,51293.36
273,39,24.0,50169.31,48341.50,45995.88,51153.47,47031.78,49410.98,45024.53,45099.02,46237.41,48668.49
274,39,24.0,47578.39,46455.86,42512.51,47801.45,44346.50,47552.68,43990.15,42059.35,43247.58,47176.03
275,39,24.0,52262.03,52234.84,49394.33,52076.72,49799.30,51194.23,49630.71,48104.75,48470.65,49816.20
276,39,24.0,52167.83,51371.82,49755.56,52916.80,49727.20,53255.18,47353.19,49069.89,49993.87,51534.49
277,39,24.0,52052.96,52243.65,48975.26,54734.39,49622.53,53578.18,48366.30,50016.88,49719.28,50396.31
278,39,24.0,52063.10,52829.78,51032.74,55528.36,49721.89,53879.52,49619.29,50179.87,50577.85,48863.28
279,39,24.0,52382.09,51918.30,48799.98,55550.31,50161.50,53689.83,49535.74,50717.36,51316.50,49674.57
280,40,24.0,51006.49,49088.59,47431.54,50467.78,47345.88,50483.69,49141.96,44251.79,47792.27,49702.91
281,40,24.0,48422.01,46192.29,44259.68,48457.81,46598.01,47791.33,46887.29,43518.82,46994.37,47991.23
282,40,24.0,55175.08,51611.16,50806.17,53996.16,52371.20,52554.71,53397.24,48765.96,50394.28,49405.07
283,40,24.0,54356.79,51523.44,51342.62,54038.26,52780.48,52910.21,53036.12,49954.81,51429.23,49770.31
284,40,24.0,56167.44,51673.94,52161.51,55948.16,52489.42,52563.34,53658.69,50543.21,51517.74,51902.81
285,40,24.0,55128.57,50753.38,52555.48,53557.20,53002.20,52978.34,50699.45,50710.26,51214.09,48526.49
286,40,24.0,54417.09,51679.58,52465.48,53698.57,53844.90,52385.49,53739.83,51321.59,50731.95,49359.84
287,41,24.0,50569.02,49995.06,48172.56,51268.68,49968.00,49664.54,48076.14,49158.87,47290.05,49068.84
288,41,24.0,48382.91,47403.72,45466.33,48715.85,48341.60,46600.41,45932.99,46211.88,44971.19,46935.39
289,41,24.0,55381.83,51486.89,50080.30,55355.49,51959.21,52068.74,50837.32,50506.98,49076.59,52136.20
290,41,24.0,55308.25,52603.25,51316.70,54850.76,51270.53,52668.09,50751.18,51392.07,48655.42,52014.46
291,41,24.0,54682.65,51869.16,51735.97,55629.18,49806.46,51654.70,51750.81,51498.91,49190.27,50817.73
292,41,24.0,55951.37,52111.61,51312.41,55009.87,51468.88,50775.29,50883.69,50972.62,48382.95,51216.91
293,41,24.0,53152.40,52084.81,52165.94,55310.23,52285.26,50567.24,51478.86,51297.54,49459.06,52136.27
294,42,24.0,48467.62,44444.54,51632.19,51539.39,48483.45,50172.76,51290.98,47073.46,52038.15,50823.57
295,42,24.0,44860.55,44023.28,48298.14,47386.50,46303.36,46132.09,47970.74,44589.25,48277.62,47593.85
296,42,24.0,52873.18,48144.65,52843.05,54158.62,51708.26,52870.50,53221.52,50661.69,53038.92,54821.77
297,42,24.0,53071.86,47557.96,52497.10,56389.76,52274.32,52679.40,52433.53,52054.54,53946.15,54387.28
298,42,24.0,52114.21,47838.93,52719.85,56332.44,50779.69,52983.48,52733.13,53375.24,54470.27,53767.48
299,42,24.0,52090.75,48223.47,53928.90,55919.35,51774.11,54235.67,53188.24,53088.09,53661.77,53110.78
300,42,24.0,52613.16,48354.70,53823.61,56760.26,51231.28,53184.98,54473.40,53876.45,51827.84,54502.71
301,43,24.0,49496.87,46213.32,52429.60,52482.43,48750.73,48888.20,47929.26,50555.56,52333.47,50743.65
302,43,24.0,46628.86,44002.55,49787.37,49855.01,47571.30,46615.59,48126.57,49470.30,49424.32,48007.14
303,43,24.0,52919.58,48869.26,53750.82,54897.29,51907.44,53994.10,50134.61,53583.54,52052.95,54235.91
304,43,24.0,52939.59,49478.77,53770.13,53741.26,51783.74,54181.37,51712.42,53803.47,53756.90,54788.61
305,43,24.0,53436.53,49229.41,53376.50,54046.07,52010.78,52412.92,51980.11,53635.67,53487.29,54966.18
306,43,24.0,52307.33,49245.70,52968.86,54692.40,52222.89,52401.64,51248.11,53929.28,52982.79,55131.72
307,43,24.0,47305.85,45897.61,48985.07,47739.13,47332.37,47976.89,49013.07,49291.39,50244.31,49266.79
308,44,24.0,48689.30,43492.73,50955.49,50128.46,48058.15,47813.64,51410.81,49701.78,53008.64,49736.38
309,44,24.0,47468.12,43507.27,50378.30,48374.88,47540.51,46708.60,49088.52,48880.38,52118.20,48843.96
310,44,24.0,53888.76,48708.71,56817.84,55199.10,52173.69,50008.04,52326.84,54240.59,55777.16,54533.77
311,44,24.0,55000.77,50058.67,56004.50,53373.41,53270.01,49050.90,53607.78,54291.94,55788.93,54656.58
312,44,24.0,52780.83,50484.10,54806.09,54455.08,53708.31,50070.79,54040.95,53849.17,56591.78,52732.01
313,44,24.0,53283.53,50578.47,55599.53,53917.43,53283.96,51402.91,53322.86,52979.41,56369.23,52211.99
314,44,24.0,51657.98,51241.57,55278.69,53994.25,52480.89,52290.67,52781.10,53571.04,55588.20,53281.13
315,45,24.0,50368.54,45837.25,53416.79,47410.66,51017.26,49086.14,52079.17,50876.97,52281.02,51950.12
316,45,24.0,47934.26,45895.19,49978.95,46498.17,48564.65,46548.55,49937.01,50123.49,52226.61,48755.12
317,45,24.0,53894.10,49104.66,53020.60,50891.50,52342.21,51338.62,55051.07,53976.44,52389.77,51873.59
318,45,24.0,54343.97,49717.87,54399.26,51080.91,53252.07,51927.48,56166.81,54108.99,53948.79,53248.42
319,45,24.0,52523.76,50132.56,52507.20,52491.80,52507.14,51567.52,56656.10,54700.02,53256.74,53472.71
320,45,24.0,53200.73,50730.61,53326.09,50911.51,52023.41,51194.91,56625.15,53313.23,53787.81,53492.45
321,45,24.0,53006.11,49503.33,53687.40,50941.98,53607.55,50972.78,56133.56,53442.04,52726.50,52686.24
322,46,24.0,50341.72,47333.43,49685.68,48687.42,50220.27,50081.59,51932.37,50244.53,52251.75,50253.81
323,46,24.0,46750.78,44826.70,47095.32,46014.28,47560.42,46292.53,48400.69,47794.07,49003.21,47118.84
324,46,24.0,51386.14,48285.71,52047.51,51371.48,51797.22,50753.07,52753.16,50509.83,53304.04,50035.06
325,46,24.0,50108.69,47639.90,51559.13,52406.21,52392.26,52959.30,51925.73,49180.40,52664.50,50373.09
326,46,24.0,50265.14,48089.29,52234.61,52179.77,52057.49,51416.76,53487.04,51625.42,52742.04,48705.93
327,46,24.0,50691.91,48310.36,51520.13,52421.71,50876.14,51320.08,52559.14,50853.27,52229.94,50341.26
328,46,24.0,49879.53,47815.70,51580.01,51744.77,50136.90,50691.72,52755.21,48577.50,52739.75,50474.78
329,47,24.0,46451.75,44304.27,47831.80,48423.17,47288.15,49650.72,49563.64,47492.23,49380.97,47586.91
330,47,24.0,44553.21,43411.00,45561.98,46598.32,44781.89,46496.44,46652.23,45461.21,46373.16,45833.07
331,47,24.0,49036.38,46510.05,49047.20,51098.62,49125.15,50858.82,50651.64,50351.44,49153.20,49191.99
332,47,24.0,48237.43,48028.51,50814.97,52303.65,49466.31,50460.35,51396.00,48242.02,50873.22,49987.19
333,47,24.0,49287.70,47542.14,50156.96,50697.30,49925.16,51279.99,51207.56,49824.93,49924.11,49922.52
334,47,24.0,48469.27,47586.59,51032.28,49334.90,50099.60,50492.80,51378.64,49552.44,49935.78,50545.81
335,47,24.0,48866.01,47886.94,51560.38,49784.72,50140.93,51846.77,52015.48,52056.91,50599.79,50310.66
336,48,24.0,43315.83,43575.42,47605.50,45910.68,48149.42,48793.83,49643.78,47527.81,47684.50,49083.02
337,48,24.0,42034.66,41720.78,45044.63,44040.06,44894.00,45947.72,46577.47,45734.53,45346.95,46263.30
338,48,24.0,44828.74,43675.68,49352.60,47369.77,49327.85,48285.88,51089.33,48850.70,47412.16,49932.94
339,48,24.0,45141.02,43433.14,47739.24,44617.65,47461.28,47613.95,48842.97,47290.38,45948.27,48741.73
340,48,24.0,47103.92,46859.59,51117.57,49473.73,51022.01,51532.12,53026.47,50565.76,50020.51,52617.01
341,48,24.0,47364.99,47837.34,52420.54,51233.32,52083.20,52151.09,53426.44,50511.02,51508.56,53811.77
342,48,24.0,47441.43,48227.86,53391.87,51530.19,52486.28,50156.59,53780.66,49002.38,51600.50,53738.50
343,49,24.0,47843.22,43988.36,49223.51,47230.51,49500.33,49981.82,50305.04,48775.20,48399.09,50981.19
344,49,24.0,45087.95,42757.41,45767.83,43963.56,46818.28,47669.50,47613.19,45491.75,43796.99,47896.04
345,49,24.0,50274.19,48871.39,52711.40,44327.59,52911.01,53954.03,52167.70,51338.31,46384.87,52691.56
346,49,24.0,51270.70,50077.17,52417.20,45479.44,55178.45,54342.36,54435.10,54132.47,46456.09,52380.74
347,49,24.0,52337.58,50680.59,52523.41,47823.49,55085.71,53038.65,54857.06,54986.88,49355.69,52259.83
348,49,24.0,52176.79,51139.27,53244.07,48031.39,55639.77,54722.57,55096.00,54798.61,50167.20,52808.96
349,49,24.0,51538.02,51195.63,53759.51,48145.84,54767.18,53647.84,56057.37,54407.86,50129.91,54777.69
350,50,24.0,48260.17,46562.61,49846.35,43121.74,50901.88,51825.94,52681.37,49015.48,46282.32,51801.73
351,50,24.0,46583.73,43287.94,46714.63,42067.45,47926.46,48967.17,49342.95,47699.37,44912.64,48671.20
352,50,24.0,51717.83,50463.63,52987.13,50140.11,55177.88,53904.99,54456.70,54082.27,52791.96,54236.55
353,50,24.0,53519.77,52780.27,54358.22,51600.33,55593.88,53564.41,54622.48,54550.29,54587.25,56265.38
354,50,24.0,53030.35,53646.13,54243.64,52632.30,55319.62,53801.93,56698.99,54329.44,54902.16,56050.59
355,50,24.0,53641.81,53858.38,54737.15,52988.43,54350.38,52953.09,55654.10,53230.72,54557.14,55030.53
356,50,24.0,57273.64,54668.69,56261.77,54073.29,56830.88,55918.24,57919.52,57342.25,57734.25,57378.00
357,51,24.0,53448.19,51681.92,53870.26,48502.25,53789.54,52053.87,55618.01,54260.36,54629.99,53238.57
358,51,24.0,50720.88,50536.42,51693.09,47478.95,52198.01,50131.69,52796.41,52621.06,53375.59,51062.46
359,51,24.0,55745.84,55243.34,56444.72,51771.87,58391.05,56692.81,55795.94,57831.07,57537.13,56659.54
360,51,24.0,55468.93,56001.57,58396.81,53804.26,59245.74,56967.02,57145.03,58963.29,58000.70,56221.99
361,51,24.0,56653.15,56698.99,56572.83,53021.33,59035.59,56261.78,57373.31,58077.56,57744.25,55485.65
362,51,24.0,56539.71,55450.42,57094.40,53695.21,58535.37,57931.85,57566.94,56254.55,57621.16,55208.50
363,51,24.0,56212.06,55654.49,57805.82,54744.54,59073.51,57265.02,55372.54,57869.20,57811.92,56048.98
364,52,24.0,55091.94,52305.56,54558.33,50044.53,54976.80,53212.62,52298.68,55196.61,54168.04,52921.51
365,52,24.0,51555.01,50765.02,51502.29,48864.09,51997.24,50438.52,50662.80,52005.88,52391.64,50231.98
366,52,24.0,56366.56,56481.57,57580.66,52722.39,54999.23,56371.67,57032.05,55152.54,56349.06,56485.98
367,52,24.0,57986.03,56209.89,58091.49,52852.67,54736.82,57664.48,57340.48,56202.36,57513.60,57363.83
368,52,24.0,57900.20,56202.24,59580.96,53936.48,55157.40,59239.65,53319.64,57290.97,57253.98,55762.28
369,52,24.0,57063.26,57838.84,59452.82,54522.55,54497.39,58649.23,53223.53,56682.74,57980.30,57167.81
370,52,24.0,57130.93,57351.49,59114.40,53510.74,54582.85,56842.50,55343.96,57901.35,57493.41,57883.94
371,53,24.0,53466.28,52971.23,53731.81,49839.28,51479.99,49875.84,51341.20,54148.72,54359.06,53693.57
372,53,24.0,51386.80,50779.05,51683.11,48762.37,48846.77,49659.54,48822.98,51591.02,50983.09,51314.14
373,53,24.0,56081.73,56449.84,56622.01,54210.39,54254.38,56752.62,53092.61,56931.21,54737.19,54850.10
374,53,24.0,56154.31,55832.77,55785.93,53054.65,56748.38,56331.15,51887.60,55700.23,55745.59,57632.01
375,53,24.0,55245.64,55305.76,58463.99,52801.40,56545.31,58430.62,53081.49,55751.74,55811.21,56849.66
376,53,24.0,56921.94,55514.73,58019.50,51769.87,57701.43,58528.24,53599.51,56077.70,56166.50,55654.20
377,53,24.0,57746.59,54313.01,58186.26,53581.24,56242.16,54994.20,54355.48,55155.05,56006.91,54599.51
378,54,24.0,54938.45,52662.64,53093.42,50899.06,53125.59,54244.89,51106.22,53258.05,54037.08,49796.16
379,54,24.0,51952.36,50395.81,51257.50,49201.48,51336.47,51408.53,49589.56,51239.65,51723.78,47851.14
380,54,24.0,58716.05,53801.46,58006.87,53083.93,57388.86,55620.32,52862.14,56825.68,55232.48,53386.38
381,54,24.0,59785.05,53927.01,58290.98,54031.88,56563.97,56533.06,54921.41,53846.30,56363.62,51625.25
382,54,24.0,59177.48,54212.45,58937.42,54951.76,56258.82,54932.92,56120.71,56585.54,55935.99,50710.12
383,54,24.0,57770.72,52870.87,58105.68,53706.61,57658.38,54416.99,54649.87,54993.03,56325.90,52829.32
384,54,24.0,60429.17,52244.00,56678.68,55440.86,59488.63,57237.87,55270.29,54582.47,56692.49,53322.47
385,55,24.0,55223.94,49102.10,53947.28,53784.79,54233.35,54469.22,53829.99,50262.84,53825.60,50298.25
386,55,24.0,53936.75,46101.02,43416.73,53316.65,52773.17,48813.75,52085.67,46985.08,48592.75,46875.84
387,55,24.0,59316.72,50422.46,53413.04,57935.77,58554.65,53514.35,57458.97,50953.22,55183.17,51385.14
388,55,24.0,59972.46,51125.06,54827.67,57055.54,59616.86,53755.54,58691.37,51553.13,55346.18,52133.10
389,55,24.0,59534.23,51134.64,54893.44,58741.92,59066.89,52464.78,56173.98,51539.23,54352.63,52439.95
390,55,24.0,60110.13,52200.41,55216.64,57527.60,60725.04,52389.98,56215.88,51522.89,53474.64,52210.77
391,55,24.0,60436.12,51391.61,54781.61,56653.95,60411.08,52658.75,56586.39,50744.28,54477.01,50625.64
392,56,24.0,56602.66,47443.83,49445.69,54486.22,55364.97,47265.69,52378.88,45263.94,50186.94,43724.33
393,56,24.0,54192.14,46705.55,48004.04,52925.67,52916.94,47554.90,50081.14,40451.09,48497.67,40758.57
394,56,24.0,60552.93,52649.06,55692.98,57428.74,59298.62,53609.94,53951.78,49217.06,57514.89,48787.20
395,56,24.0,61236.26,53273.44,58513.78,59242.65,60367.14,54898.33,54458.32,51409.62,59084.12,50867.37
396,56,24.0,63269.34,51976.02,58366.98,57882.95,61092.13,56021.14,57292.46,51141.19,57738.59,51564.04
397,56,24.0,62495.79,51974.73,58280.82,59717.24,61905.30,57303.36,58525.54,50297.29,58443.08,51004.16
398,56,24.0,63361.11,51971.14,59311.40,57373.64,60624.09,57134.76,58667.79,50139.23,58896.14,51602.85
399,57,24.0,57836.80,44397.60,53091.42,53354.20,56122.65,50977.12,54065.86,44708.21,53378.05,46115.46
400,57,24.0,55781.38,43381.26,51845.85,53041.77,53374.00,50227.48,51611.01,44568.11,51519.21,45761.08
401,57,24.0,61577.52,51687.87,56094.52,54586.44,59889.30,57698.65,56861.24,52362.86,59127.95,53448.17
402,57,24.0,63469.42,52474.38,57987.14,57991.78,60685.30,58427.28,59331.01,53906.16,60440.94,56007.56
403,57,24.0,63275.10,53078.85,59932.05,58680.23,61576.13,60062.55,60715.44,53819.10,60939.01,55324.07
404,57,24.0,63869.19,53670.95,59372.64,56945.46,62371.15,58257.00,57988.30,55457.00,60015.07,54250.87
405,57,24.0,65106.93,53620.87,60404.88,57648.96,62063.88,59523.81,58926.65,53408.74,62187.38,58365.15
406,58,24.0,58858.83,48821.60,57787.20,56428.34,58561.04,58178.62,56603.43,49620.17,57675.56,55351.61
407,58,24.0,55214.95,48272.65,55617.95,55759.53,56559.90,59012.12,56343.07,49300.00,55261.91,54182.66
408,58,24.0,62035.17,54734.85,61534.22,57858.30,61706.24,64014.04,61204.36,54105.73,61351.40,58764.15
409,58,24.0,62914.19,58518.31,61640.65,58636.22,63177.05,63829.34,61373.93,52622.93,63428.07,61114.77
410,58,24.0,63225.11,55255.78,60762.75,59890.66,62422.92,66352.74,58167.09,56462.95,63738.31,60718.73
411,58,24.0,63722.88,56833.72,60061.49,59548.46,62948.55,65227.88,61141.46,53129.27,65342.02,57248.28
412,58,24.0,63418.56,58744.33,61599.48,60196.29,63468.71,62550.36,60340.68,57448.49,66096.34,59297.05
413,59,24.0,59363.42,54373.75,57824.81,57248.99,60088.06,58900.27,56615.08,55816.74,62311.61,56754.88
414,59,24.0,56030.45,53323.72,54220.95,54161.76,60364.10,55334.76,48732.42,53500.67,57036.39,53447.51
415,59,24.0,62712.93,59207.19,60242.83,59451.95,61757.36,62099.90,56168.47,60100.75,62424.71,59410.17
416,59,24.0,64317.43,57934.35,61519.23,61475.74,62558.82,62907.50,58411.57,59319.73,64537.39,60792.51
417,59,24.0,56862.54,55466.80,56651.88,56991.69,58436.59,57885.94,60343.91,59201.30,62696.76,56447.67
418,59,24.0,66510.85,63071.59,63932.94,57414.23,64236.09,66176.37,62177.15,63436.90,66117.16,63443.60
419,59,24.0,65201.35,65517.97,65349.80,59864.24,63234.34,67233.73,63067.33,64981.30,68890.01,64522.04
420,60,24.0,61719.31,63367.04,61558.22,58088.89,57648.47,61419.37,61624.65,61745.12,66262.04,62193.21
421,60,24.0,60324.15,61750.56,59234.45,54561.85,54026.24,58148.05,58519.66,59465.88,63952.26,58669.20
422,60,24.0,68223.57,65866.78,67116.43,60999.23,59508.06,65767.56,62210.68,65224.66,68956.66,63025.10
423,60,24.0,68416.38,64881.28,64612.29,62341.73,60580.00,67309.73,62436.43,65651.99,68848.51,64417.81
424,60,24.0,68972.55,64916.69,64509.26,64713.19,60194.87,68452.48,63449.47,65780.12,68340.08,66668.53
425,60,24.0,66600.01,65135.20,64253.52,64478.71,59997.89,68973.95,61875.16,65470.64,69001.98,67755.11
426,60,24.0,67590.90,65762.08,64267.64,66571.99,60443.30,69918.22,61921.16,65204.84,69213.90,67587.60
427,61,24.0,58092.80,58915.95,60679.57,56570.53,51755.28,66069.71,58121.30,59676.24,64224.10,61893.42
428,61,24.0,58107.08,58230.78,62710.01,55612.40,51851.26,63867.92,58794.82,59862.58,63282.02,62591.83
429,61,24.0,65470.46,62144.77,69354.88,64593.17,60665.94,66386.73,63933.14,64239.80,68976.01,68153.74
430,61,24.0,64598.31,59684.93,69696.30,67849.03,63256.79,64346.29,61652.99,65481.06,68744.62,65637.98
431,61,24.0,65717.26,61792.25,69807.70,69412.42,64133.88,66581.95,60944.18,70430.68,66888.98,67643.96
432,61,24.0,66912.67,63954.49,68093.56,70085.55,63668.73,65636.51,61098.07,69959.31,66555.41,65580.14
433,61,24.0,65832.57,64193.83,72098.80,69017.33,63302.51,68070.39,60192.79,69002.35,67516.74,69417.87
434,62,24.0,61106.20,58450.35,69543.41,66568.25,59180.33,62590.75,59231.10,64528.17,68050.92,65184.88
435,62,24.0,60306.66,55646.50,66893.68,68394.22,57320.53,58736.00,58401.59,62442.21,67453.63,64188.09
436,62,24.0,67287.12,64384.64,73351.04,70162.45,63654.60,65928.31,62845.74,66919.16,71950.00,68711.17
437,62,24.0,68578.92,65743.09,73439.00,74296.27,64652.36,65828.72,61628.90,68372.63,71866.69,68483.46
